"","PROBEID","SYMBOL","GENENAME","ENTREZID","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"1","1255_g_at","GUCA1A","guanylate cyclase activator 1A","2978",0.0587060713925389,4.80322069923909,0.237603269307377,0.81388641102021,0.999962305708065,-4.71302085287584
"2","1552275_s_at","PXK","PX domain containing serine/threonine kinase like","54899",-0.196693576740595,9.33112642438635,-0.43357688561362,0.667855688686461,0.999962305708065,-4.69814902606677
"3","1552277_a_at","MSANTD3","Myb/SANT DNA binding domain containing 3","91283",0.00960807045650558,7.64229000437426,0.0629269636625386,0.950263351704252,0.999962305708065,-4.71899030618206
"4","1552287_s_at","AFG3L1P","AFG3 like matrix AAA peptidase subunit 1, pseudogene","172",0.26261261406921,7.286359435985,1.27508328878785,0.212563157509186,0.999962305708065,-4.54314906578112
"5","1552301_a_at","CORO6","coronin 6","84940",-0.296786912391169,8.01300603657982,-0.948087798052596,0.351044653068508,0.999962305708065,-4.61982684561212
"6","1552309_a_at","NEXN","nexilin F-actin binding protein","91624",0.286205435847072,5.5442366550429,0.990504219780709,0.330252200083655,0.999962305708065,-4.61098461302956
"7","1552310_at","C15orf40","chromosome 15 open reading frame 40","123207",-0.137317227314935,7.80222979640892,-0.629002334704774,0.534350514941718,0.999962305708065,-4.67491582966535
"8","1552312_a_at","MFAP3","microfibril associated protein 3","4238",-0.0583667831942893,5.46377331747402,-0.255060457776412,0.800505622755684,0.999962305708065,-4.71204471590702
"9","1552316_a_at","GIMAP1","GTPase, IMAP family member 1","170575",0.106182090582709,5.47166882554883,0.411447146272153,0.683818433212622,0.999962305708065,-4.7002559570652
"10","1552326_a_at","CFAP53","cilia and flagella associated protein 53","220136",0.282577734151286,6.29505290286782,1.03948237598222,0.307307733836306,0.999962305708065,-4.60035171485411
"11","1552329_at","RBBP6","RB binding protein 6, ubiquitin ligase","5930",0.314848851635262,6.36185911674531,1.78447900885879,0.0849819943132457,0.999962305708065,-4.38941084781763
"12","1552330_at","CENPBD1","CENPB DNA-binding domain containing 1","92806",0.243501516733454,5.45376740206616,1.34110235477335,0.190464165056772,0.999962305708065,-4.52541506329293
"13","1552334_at","TRIOBP","TRIO and F-actin binding protein","11078",0.168856654239439,5.43098667983335,0.872779746081018,0.390067814786642,0.999962305708065,-4.6346708900486
"14","1552344_s_at","CNOT7","CCR4-NOT transcription complex subunit 7","29883",0.222698573569318,6.4709160856002,0.832470675273417,0.412055932190767,0.999962305708065,-4.64215849561377
"15","1552347_at","CRYZL1","crystallin zeta like 1","9946",-0.0291859069627121,7.89409867758347,-0.13282423671895,0.895264538158308,0.999962305708065,-4.71743254063733
"16","1552362_a_at","LEAP2","liver enriched antimicrobial peptide 2","116842",0.186292496156512,5.91672163369036,0.818953306754382,0.419599738668614,0.999962305708065,-4.64459691636429
"17","1552365_at","SCIN","scinderin","85477",0.244107022560563,6.0790189422628,0.456305398609506,0.651624219062148,0.999962305708065,-4.69587296193656
"18","1552391_at","CCDC185","coiled-coil domain containing 185","164127",-0.0106413359944568,4.20002560939977,-0.0677442228116278,0.946461663179445,0.999962305708065,-4.71891861033714
"19","1552400_a_at","TMEM266","transmembrane protein 266","123591",-0.0101242137663498,6.50861804731178,-0.0691976839225147,0.945314867485831,0.999962305708065,-4.71889594079701
"20","1552426_a_at","TM2D3","TM2 domain containing 3","80213",0.0440393054826167,9.57243711687775,0.200871915214716,0.842223517789721,0.999962305708065,-4.71485022421986
"21","1552430_at","WDR17","WD repeat domain 17","116966",-0.327255329019974,6.1092962840974,-1.31882455074932,0.197713532907825,0.999962305708065,-4.53147896275516
"22","1552439_s_at","MEGF11","multiple EGF like domains 11","84465",0.208899922502813,6.24903223360832,0.594034686841524,0.557168985930243,0.999962305708065,-4.67967639415687
"23","1552448_a_at","FAM167A-AS1","FAM167A antisense RNA 1","83656",-0.000481185830551567,4.74451314693138,-0.00306265082656712,0.997577671206595,0.999962305708065,-4.71944031368705
"24","1552455_at","PRUNE2","prune homolog 2 with BCH domain","158471",0.0354712903928709,7.32709317856214,0.0624623502860374,0.950630080188164,0.999962305708065,-4.71899694171319
"25","1552470_a_at","ABHD11","abhydrolase domain containing 11","83451",0.18037358118395,4.34793450049324,0.789365037627713,0.436408268255647,0.999962305708065,-4.64980618745734
"26","1552472_a_at","ACAP2","ArfGAP with coiled-coil, ankyrin repeat and PH domains 2","23527",-0.0649759237505059,6.03459644521079,-0.38897670559584,0.700180632272704,0.999962305708065,-4.70228471743258
"27","1552476_s_at","PLCD3","phospholipase C delta 3","113026",0.349951748764205,7.58513235978013,1.79867271811196,0.0826560868926134,0.999962305708065,-4.38462249199145
"28","1552481_s_at","MAN1A2","mannosidase alpha class 1A member 2","10905",-0.32310600499638,6.32463444932628,-1.71793032390801,0.0966432190936736,0.999962305708065,-4.41153336143756
"29","1552485_at","LACTB","lactamase beta","114294",0.0449177324056995,6.25175196248265,0.240994452416249,0.811282477988813,0.999962305708065,-4.71283660518542
"30","1552496_a_at","COBL","cordon-bleu WH2 repeat protein","23242",0.0125061936683739,8.92079245876714,0.055249053302914,0.956325039740949,0.999962305708065,-4.71909365543436
"31","1552502_s_at","RHBDL2","rhomboid like 2","54933",-0.163119672772715,5.35238287839164,-0.38033459044379,0.706513292224846,0.999962305708065,-4.70303522188628
"32","1552504_a_at","BRSK1","BR serine/threonine kinase 1","84446",-0.0608985212342965,9.11922846221979,-0.348195661725188,0.73024875311234,0.999962305708065,-4.70568076895777
"33","1552506_at","CRB2","crumbs cell polarity complex component 2","286204",0.0873758903211179,6.59294066813105,0.364838936284603,0.717921494216671,0.999962305708065,-4.70433942059334
"34","1552507_at","KCNE4","potassium voltage-gated channel subfamily E regulatory subunit 4","23704",-0.17314498186098,6.30549140856272,-0.562249818524259,0.578335870470004,0.999962305708065,-4.68377751424607
"35","1552514_at","WBP2NL","WBP2 N-terminal like","164684",-0.0442197342332875,5.83866194260987,-0.168532390056282,0.867353267525316,0.999962305708065,-4.71620833409526
"36","1552516_a_at","HIPK1","homeodomain interacting protein kinase 1","204851",0.0400879781391215,7.41626350803118,0.243523726503233,0.809341794061243,0.999962305708065,-4.7126974986131
"37","1552521_a_at","TMEM74","transmembrane protein 74","157753",0.116142033101205,5.30178456043732,0.481433870419339,0.633879354887269,0.999962305708065,-4.69322482792016
"38","1552566_at","BTBD16","BTB domain containing 16","118663",-0.134934211908051,4.36636228664071,-0.867515541744719,0.392896023954699,0.999962305708065,-4.63566702665581
"39","1552575_a_at","C6orf141","chromosome 6 open reading frame 141","135398",-0.0117740384521658,5.10576287649598,-0.045696948903076,0.963870072306353,0.999962305708065,-4.71920349238884
"40","1552610_a_at","JAK1","Janus kinase 1","3716",-0.0620997469802305,8.56067529712103,-0.29006462034581,0.773864074507105,0.999962305708065,-4.70988086338714
"41","1552617_a_at","COP1","COP1 E3 ubiquitin ligase","64326",0.0720834032920736,7.86217039853126,0.291021377851002,0.773139649688786,0.999962305708065,-4.709817856392
"42","1552632_a_at","ARSG","arylsulfatase G","22901",-0.168181253494532,5.13778067064922,-0.903923472306242,0.373603572880965,0.999962305708065,-4.6286661197965
"43","1552660_a_at","C5orf22","chromosome 5 open reading frame 22","55322",-0.37652962112567,6.41249045436556,-1.06427706686705,0.296125852026336,0.999962305708065,-4.59479875769052
"44","1552662_a_at","PCDHGB7","protocadherin gamma subfamily B, 7","56099",-0.18624400224314,6.32346290092266,-0.966789694176916,0.341771443801564,0.999962305708065,-4.61597047958434
"45","1552667_a_at","SH2D3C","SH2 domain containing 3C","10044",0.06645235660298,7.12242958628766,0.297640829505565,0.768133356746337,0.999962305708065,-4.709376311859
"46","1552689_at","CASKIN1","CASK interacting protein 1","57524",0.0445247655638354,10.3269808049662,0.182343736475539,0.856602117005202,0.999962305708065,-4.71565729146063
"47","1552714_at","CREG2","cellular repressor of E1A stimulated genes 2","200407",-0.644117137486132,8.61363328178718,-1.16157853034097,0.255030231988782,0.999962305708065,-4.57192797589031
"48","1552715_a_at","RXFP1","relaxin family peptide receptor 1","59350",-0.775765862803103,5.66903827183766,-1.25178714693676,0.220810805736324,0.999962305708065,-4.54923480960651
"49","1552716_at","SPEF2","sperm flagellar 2","79925",-0.255306972131693,5.24240128888571,-1.15320673414234,0.258393286834099,0.999962305708065,-4.57396231574542
"50","1552722_at","ARPP21","cAMP regulated phosphoprotein 21","10777",-0.187916768783938,5.19037726484443,-0.275043877793139,0.785264080341357,0.999962305708065,-4.71084312220154
"51","1552727_s_at","ADAMTS17","ADAM metallopeptidase with thrombospondin type 1 motif 17","170691",0.319756566641508,5.51191639100969,1.55346406678526,0.13133332750583,0.999962305708065,-4.46374076800224
"52","1552733_at","KLHDC1","kelch domain containing 1","122773",0.0215574269039758,7.17904106721606,0.116267456622638,0.908254914935819,0.999962305708065,-4.71790194069644
"53","1552742_at","KCNH8","potassium voltage-gated channel subfamily H member 8","131096",-0.112730686956762,7.60249837408781,-0.21956531420217,0.827772659239674,0.999962305708065,-4.71395728715324
"54","1552767_a_at","HS6ST2","heparan sulfate 6-O-sulfotransferase 2","90161",-0.194764862426918,7.70187615544704,-0.484493707233915,0.63173339192897,0.999962305708065,-4.69289295030839
"55","1552789_at","SEC62","SEC62 homolog, preprotein translocation factor","7095",0.0780671261437318,4.77328586436086,0.408914318049108,0.685655132813893,0.999962305708065,-4.70049021578578
"56","1552792_at","SOCS4","suppressor of cytokine signaling 4","122809",0.0208675311161999,4.40552513299047,0.129199810249891,0.898105849137345,0.999962305708065,-4.71754062067474
"57","1552807_a_at","SIGLEC10","sialic acid binding Ig like lectin 10","89790",-0.0833230793010538,7.28821127528367,-0.393773360448115,0.696675216242341,0.999962305708065,-4.70186102327615
"58","1552845_at","CLDN15","claudin 15","24146",0.25416904664469,6.66993985296766,0.94769184808731,0.351242782040589,0.999962305708065,-4.61990776656559
"59","1552848_a_at","PTCHD1","patched domain containing 1","139411",0.280339121388006,7.74984067198085,1.25095908144243,0.221108358646268,0.999962305708065,-4.54944945117768
"60","1552878_at","ATOH7","atonal bHLH transcription factor 7","220202",0.0903953369106336,4.93596301893778,0.25154577895828,0.803194785004515,0.999962305708065,-4.71224676172236
"61","1552895_a_at","ANKRD30BP2","ankyrin repeat domain 30B pseudogene 2","149992",-0.0748190178235122,4.52338842731881,-0.546640595319469,0.588874687398552,0.999962305708065,-4.68571220681936
"62","1552897_a_at","KCNG3","potassium voltage-gated channel modifier subfamily G member 3","170850",0.287993090170564,5.33512699287549,0.779743105435802,0.441961243210468,0.999962305708065,-4.65146208195732
"63","1552921_a_at","FIGNL1","fidgetin like 1","63979",-0.0557052900821224,6.32114309343384,-0.330210922573868,0.743652523112082,0.999962305708065,-4.70706087072748
"64","1552924_a_at","PITPNM2","phosphatidylinositol transfer protein membrane associated 2","57605",0.0120013846487037,7.98901827052744,0.033705618029987,0.973346545915831,0.999962305708065,-4.7193119570288
"65","1552928_s_at","TAB3","TGF-beta activated kinase 1 (MAP3K7) binding protein 3","257397",-0.35781231931406,4.52510196152475,-1.17297403239967,0.250504189369982,0.999962305708065,-4.56913906849266
"66","1552953_a_at","NEUROD2","neuronal differentiation 2","4761",-0.315424259262871,8.51754164479658,-0.762169704749808,0.452212402705266,0.999962305708065,-4.65443781440153
"67","1552957_at","DNAH6","dynein axonemal heavy chain 6","1768",-0.137371310283404,4.21875966674928,-0.82911885069584,0.413918587736119,0.999962305708065,-4.64276654774043
"68","1552971_at","SGCZ","sarcoglycan zeta","137868",-0.156867821424155,4.01351839176442,-1.19749875952227,0.240964453334564,0.999962305708065,-4.56306000173355
"69","1552977_a_at","CNPY3","canopy FGF signaling regulator 3","10695",0.0515784373799439,6.87424783842379,0.345893078075103,0.731960103737114,0.999962305708065,-4.70586148814092
"70","1553013_at","CNTNAP5","contactin associated protein family member 5","129684",-0.479343821268807,7.89022656046394,-1.348882139045,0.187981681594937,0.999962305708065,-4.5232785816263
"71","1553030_a_at","SUOX","sulfite oxidase","6821",0.191562907475142,6.66696507704056,1.19966728636436,0.240134067103032,0.999962305708065,-4.56251745204445
"72","1553099_at","TIGD1","tigger transposable element derived 1","200765",0.134316236726728,6.68298280269662,0.761283811783436,0.452732896751764,0.999962305708065,-4.65458615733276
"73","1553101_a_at","ALKBH5","alkB homolog 5, RNA demethylase","54890",0.138843016500637,9.60471884747026,0.713695690755446,0.481211922264808,0.999962305708065,-4.66231818471361
"74","1553102_a_at","CCDC69","coiled-coil domain containing 69","26112",0.0762126503685385,5.73438953124271,0.509136412515268,0.614570934433922,0.999962305708065,-4.69014581859692
"75","1553106_at","C5orf24","chromosome 5 open reading frame 24","134553",-0.269742913707552,5.59239124093334,-1.2236740349886,0.231082834426315,0.999962305708065,-4.55645701032956
"76","1553112_s_at","CDK8","cyclin dependent kinase 8","1024",0.0373875823758203,6.87673375993596,0.156117777631536,0.877039328653415,0.999962305708065,-4.71666675484352
"77","1553118_at","THEM4","thioesterase superfamily member 4","117145",-0.00306418546751264,7.20552178084973,-0.018023984617185,0.985745145825231,0.999962305708065,-4.71940437162491
"78","1553122_s_at","RBAK","RB associated KRAB zinc finger","57786",-0.152833050660964,6.14783352983176,-1.0637281135824,0.296370275030191,0.999962305708065,-4.59492292588311
"79","1553126_a_at","SLC39A12","solute carrier family 39 member 12","221074",0.0447524753255912,8.75784476230086,0.156404546182844,0.87681536261013,0.999962305708065,-4.71665655998129
"80","1553127_a_at","RNF168","ring finger protein 168","165918",-0.237165668286953,4.31144941443806,-1.75836538749372,0.0894069055029404,0.999962305708065,-4.39815685153114
"81","1553133_at","C9orf72","C9orf72-SMCR8 complex subunit","203228",-0.413674192843357,6.82763365218614,-1.83069752895319,0.0776071533195411,0.999962305708065,-4.37373087956496
"82","1553139_s_at","PLXNA3","plexin A3","55558",-0.00953223383378443,6.72573184555522,-0.0691944976277758,0.945317381375366,0.999962305708065,-4.71889599101944
"83","1553145_at","TAPT1-AS1","TAPT1 antisense RNA 1 (head to head)","202020",0.301718679362811,7.8304904646846,1.3294629868586,0.194225587663612,0.999962305708065,-4.52859326175833
"84","1553147_at","RANBP3L","RAN binding protein 3 like","202151",0.0747474233493719,7.73504520443244,0.206561183799991,0.837819272894052,0.999962305708065,-4.71458682220412
"85","1553148_a_at","SNX13","sorting nexin 13","23161",-0.156524865357858,7.42516995581457,-0.701288886032165,0.488802406215235,0.999962305708065,-4.66425723488485
"86","1553158_at","CEP19","centrosomal protein 19","84984",0.106426101647859,6.26175713193462,0.592984147437645,0.557862191587939,0.999962305708065,-4.67981539310074
"87","1553165_at","SYNRG","synergin gamma","11276",0.295147713566996,5.58131238515469,1.86165452925451,0.072980332296973,0.999962305708065,-4.36308912559963
"88","1553177_at","SH2D1B","SH2 domain containing 1B","117157",-0.358289085959231,5.0218600070924,-1.86005801179396,0.0732130035214489,0.999962305708065,-4.3636406222058
"89","1553179_at","ADAMTS19","ADAM metallopeptidase with thrombospondin type 1 motif 19","171019",-0.0496340347883208,5.27464747902572,-0.286903140277259,0.776259313901114,0.999962305708065,-4.7100876015356
"90","1553185_at","RASEF","RAS and EF-hand domain containing","158158",-0.204372760584025,11.6819445528313,-1.06169179320763,0.297278194086589,0.999962305708065,-4.59538303941599
"91","1553191_at","DST","dystonin","667",0.0927657969557893,5.63905555269275,0.377407213822216,0.708663267231282,0.999962305708065,-4.70328568887224
"92","1553202_at","STOX1","storkhead box 1","219736",0.210403389650439,5.97240959536259,0.763836540169934,0.451234043018121,0.999962305708065,-4.65415826816262
"93","1553211_at","ANKFN1","ankyrin repeat and fibronectin type III domain containing 1","162282",0.153097741459195,5.76263618120703,0.856195020884268,0.39902221027334,0.999962305708065,-4.63779062968639
"94","1553216_at","ZNF41","zinc finger protein 41","7592",0.0739445085859023,4.71806802112856,0.396953550394596,0.694354869372977,0.999962305708065,-4.70157730587048
"95","1553218_a_at","ZNF512","zinc finger protein 512","84450",-0.099665029730529,8.7438553048928,-0.793061238886487,0.434286434621661,0.999962305708065,-4.64916509841329
"96","1553225_s_at","ZNF75D","zinc finger protein 75D","7626",0.028287629484141,4.89330771189254,0.196664534388456,0.845483941953471,0.999962305708065,-4.71504030976969
"97","1553252_a_at","BRWD3","bromodomain and WD repeat domain containing 3","254065",-0.0739388205618114,6.96487794209249,-0.376501526171663,0.709328934696574,0.999962305708065,-4.7033627946597
"98","1553254_at","MAGEE2","MAGE family member E2","139599",0.0839652250276375,5.07553567162631,0.494311748725318,0.624869791590518,0.999962305708065,-4.69181428312345
"99","1553257_at","GAL3ST3","galactose-3-O-sulfotransferase 3","89792",0.0656919358850283,7.18358926218181,0.379938215286206,0.706804261123997,0.999962305708065,-4.70306924708602
"100","1553264_a_at","SYN1","synapsin I","6853",-0.41533760364903,9.3111226681353,-0.796608260053793,0.432256152772372,0.999962305708065,-4.64854728499022
"101","1553265_at","SLC23A3","solute carrier family 23 member 3","151295",0.085107799274434,4.14405719182358,0.60740073433654,0.548388069214294,0.999962305708065,-4.67788738217319
"102","1553274_a_at","SNRNP48","small nuclear ribonucleoprotein U11/U12 subunit 48","154007",0.245161243730065,6.25513977398371,0.759405458431463,0.453837675218469,0.999962305708065,-4.65490015766553
"103","1553288_a_at","NYAP1","neuronal tyrosine phosphorylated phosphoinositide-3-kinase adaptor 1","222950",-0.165476968758592,5.51834124452422,-0.679250324952824,0.502451671711586,0.999962305708065,-4.66762273294834
"104","1553292_s_at","RSKR","ribosomal protein S6 kinase related","124923",0.164797073660628,7.2582694532928,0.731824603461902,0.470243140742097,0.999962305708065,-4.65942757027884
"105","1553314_a_at","KIF19","kinesin family member 19","124602",-0.457385865429574,5.99754055175709,-1.27612374007566,0.212200339677107,0.999962305708065,-4.54287514747279
"106","1553318_at","RIBC1","RIB43A domain with coiled-coils 1","158787",-0.104839274791013,4.48164828697332,-0.832998530625678,0.411763073489878,0.999962305708065,-4.64206253304663
"107","1553319_at","OXGR1","oxoglutarate receptor 1","27199",-0.32196063498517,4.25724662414015,-1.85280559682457,0.0742780071013791,0.999962305708065,-4.36614223081306
"108","1553321_a_at","SULT1C4","sulfotransferase family 1C member 4","27233",0.111439530850871,5.43219416486481,0.487269024822836,0.629789793521581,0.999962305708065,-4.69259016690625
"109","1553335_x_at","BASP1-AS1","BASP1 antisense RNA 1","285696",-0.28707249652328,5.32653854590959,-1.51202183932708,0.141524189248505,0.999962305708065,-4.47630637650584
"110","1553338_at","SDE2","SDE2 telomere maintenance homolog","163859",0.0135083768727577,5.2125338649733,0.082412659066447,0.934893901105745,0.999962305708065,-4.7186677656809
"111","1553346_a_at","TNRC6A","trinucleotide repeat containing adaptor 6A","27327",-0.25043174702296,6.83213299637771,-1.06120000293533,0.297497758261608,0.999962305708065,-4.59549404688323
"112","1553347_s_at","KCNA6","potassium voltage-gated channel subfamily A member 6","3742",-0.232087069191775,6.58473174173849,-0.945293891424613,0.352444287258535,0.999962305708065,-4.62039719721668
"113","1553349_at","ARID2","AT-rich interaction domain 2","196528",-0.0892130210701367,6.40774685438573,-0.343867519321035,0.7334667232371,0.999962305708065,-4.70601948828358
"114","1553351_at","OTUD7A","OTU deubiquitinase 7A","161725",-0.0599705353129778,8.05579467483145,-0.260039575421455,0.796700251538299,0.999962305708065,-4.71175372533205
"115","1553375_at","BTBD9","BTB domain containing 9","114781",-0.0972448203897933,5.23543277224028,-0.332118282731228,0.742227023266474,0.999962305708065,-4.70691792502086
"116","1553396_a_at","CCDC13","coiled-coil domain containing 13","152206",-0.174399339599421,6.96694463835683,-0.86658035471603,0.393399821959097,0.999962305708065,-4.63584341806212
"117","1553407_at","MACF1","microtubule actin crosslinking factor 1","23499",0.151841008118144,6.68546973351853,0.68487909001182,0.498945502742262,0.999962305708065,-4.66677279052822
